Company,Valuation (B),Date Joined,Country,CityÂ ,First Category Industry,Second Category Industry,Third Category Industry,First Category Investor,Second Category Investor,Third Category Investor,Fourth Category Investor
Gokin Solar,$1.51,2022-04-13,China,Zhuhai,Other,NULL,NULL,IDG Capital, Puluo Capital, Midea Capital,NULL
Mu Sigma,$1.50,2013-07-02,US,Northbrook,Data management, analytics,NULL,Sequoia Capital, General Atlantic,NULL,NULL
Kushki,$1.50,2022-07-06,Ecuador,Quito,Fintech,NULL,NULL,Clocktower Technology Ventures, DILA Capital, Kaszek Ventures,NULL
Orna Therapeutics,$1.50,2022-08-16,US,Cambridge,Health,NULL,NULL,MPM Capital, Astellas Venture Management, F2 Ventures,NULL
TuJia,$1.50,2015-06-17,China,Beijing,Travel,NULL,NULL,GGV Capital, QiMing Venture Partnersl,NULL,NULL
Mofang Living,$1.50,2016-04-13,China,Shanghai,E-commerce, direct-to-consumer,NULL,Warburg Pincus, Aviation Industry Corporation of China,NULL,NULL
Gett,$1.50,2016-05-24,UK,London,Auto, transportation,NULL,Volkswagen, Access Industries, Vostok New Ventures,NULL
DT Dream,$1.50,2017-08-06,China,Hangzhou,Data management, analytics,NULL,Alibaba Group, China Everbright Investment Management, Yinxinggu Capital,NULL
Changingedu,$1.50,2017-10-30,China,Shanghai,Edtech,NULL,NULL,Trustbridge Partners, IDG Capital, Sequoia Capital China,NULL
XiaoZhu,$1.50,2017-01-11,China,Beijing,Travel,NULL,NULL,Morningside Ventures, Capital Today, JOY Capital,NULL
JOLLY Information Technology,$1.50,2018-05-29,China,Hangzhou,E-commerce, direct-to-consumer,NULL,Legend Capital, CDH Investments, Sequoia Capital China,NULL
Yijiupi,$1.50,2018-09-20,China,Beijing,Consumer, retail,NULL,Source Code Capital, Meituan Dianping, Tencent Holdings,NULL
Cambridge Mobile Telematics,$1.50,2018-12-19,US,Cambridge,Auto, transportation,NULL,SoftBank Group,NULL,NULL,NULL
Collective Health,$1.50,2019-06-17,US,San Francisco,Fintech,NULL,NULL,New Enterprise Associates, Founders Fund, Google Ventures,NULL
Strava,$1.50,2020-11-16,US,San Francisco,Internet software, services,NULL,Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital,NULL
Zenoti,$1.50,2020-12-15,US,Bellevue,Internet software, services,NULL,Norwest Venture Partners, Accel, Tiger Global Management,NULL
K Health,$1.50,2021-01-19,US,New York,Health,NULL,NULL,Max Ventures, Mangrove Capital Partners, 14W,NULL
Uplight,$1.50,2021-03-03,US,Boulder,Other,NULL,NULL,Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners,NULL
ID.me,$1.50,2021-03-19,US,McLean,Cybersecurity,NULL,NULL,Moonshots Capital, BoxGroup, Blu Venture Investors,NULL
Snapdocs,$1.50,2021-05-25,US,San Francisco,Fintech,NULL,NULL,Sequoia Capital, Y Combinator, F-Prime Capital,NULL
Chipper Cash,$2.00,2021-05-31,US,San Francisco,Fintech,NULL,NULL,Deciens Capital, Bezos Expeditions, 500 Startups,NULL
Ledger,$1.50,2021-10-06,France,Paris,Hardware,NULL,NULL,Digital Currency Group, Draper Esprit, Korelya Capital,NULL
Next Silicon,$1.50,2021-06-14,Israel,Tel Aviv,Hardware,NULL,NULL,Amiti Ventures, Playground Global, Aleph,NULL
YunQuNa,$1.50,2021-06-29,China,Shanghai,Supply chain, logistics, delivery,Source Code Capital, Coatue Management, DCM Ventures,NULL
impact.com,$1.50,2021-07-13,US,Santa Barbara,Internet software, services,NULL,Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners,NULL
SmartRecruiters,$1.50,2021-07-20,US,San Francisco,Internet software, services,NULL,Mayfield Fund, Insight Partners, Rembrandt Venture Partners,NULL
NotCo,$1.50,2021-07-26,Chile,Santiago,Consumer, retail,NULL,Kaszek Ventures, SOSV, Tiger Global Management,NULL
Culture Amp,$1.50,2021-07-29,Australia,Richmond,Internet software, services,NULL,Felicis Ventures, Index Ventures, Blackbird Ventures,NULL
TaxBit,$1.50,2021-04-08,US,Draper,Fintech,NULL,NULL,Insight Partners, Coinbase Ventures, PayPal Ventures,NULL
Pacaso,$1.50,2021-03-24,US,Cincinnati,Fintech,NULL,NULL,Global Founders Capital, Shea Ventures, Greycroft,NULL
1047 Games,$1.50,2021-09-14,US,Zephyr Cove,Internet software, services,NULL,VGames, Lakestar, Galaxy Interactive,NULL
Matillion,$1.50,2021-09-15,UK,Altrincham,Data management, analytics,NULL,Scale Venture Partners, Sapphire Ventures, Battery Ventures,NULL
Persona,$1.50,2021-09-15,US,San Francisco,Cybersecurity,NULL,NULL,Coatue Management, Index Ventures, Founders Fund,NULL
Ascend Money,$1.50,2021-09-27,Thailand,Bangkok,Fintech,NULL,NULL,Ant Group, Charoen Pokphand Group, Bow Wave Capital,NULL
Andela,$1.50,2021-09-29,US,New York,Internet software, services,NULL,Spark Capital, Google Ventures, CRE Venture Capital,NULL
Built,$1.50,2021-09-30,US,Nashville,Internet software, services,NULL,Nyca Partners, Index Ventures, Technology Crossover Ventures,NULL
candy.com,$1.50,2021-10-21,US,New York,Internet software, services,NULL,Insight Partners, Softbank Group, Connect Ventures,NULL
CoinList,$1.50,2021-10-15,US,San Francisco,Fintech,NULL,NULL,Accomplice, Polychain Capital, GoldenTree Asset Management,NULL
Lusha,$1.50,2021-10-11,US,New York,Internet software, services,NULL,PSG, ION Crossover Partners,NULL,NULL
CureFit,$1.50,2021-10-11,India,Bengaluru,Health,NULL,NULL,Chiratae Ventures, Accel, Kalaari Capital,NULL
Solugen,$1.50,2021-10-09,US,Houston,Other,NULL,NULL,Fifty Years Fund, Refactor Capital, Temasek,NULL
Olist,$1.50,2021-12-15,Brazil,Curitiba,E-commerce, direct-to-consumer,NULL,Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund,NULL
Paradox,$1.50,2021-12-27,US,Scottsdale,Internet software, services,NULL,Brighton Park Capital, Blue Cloud Ventures, Workday Ventures,NULL
Airbyte,$1.50,2021-12-17,US,San Francisco,Internet software, services,NULL,Accel, Benchmark, SV Angel,NULL
StoreDot,$1.50,2022-04-01,Israel,Herzliya,Other,NULL,NULL,Samsung Ventures, SingulariTeam, BP Ventures,NULL
Il Makiage,$1.50,2022-10-01,US,New York,E-commerce, direct-to-consumer,NULL,L Catterton, Franklin Templeton, First Light Capital Group,NULL
Spendesk,$1.50,2022-01-18,France,Paris,Fintech,NULL,NULL,Index Ventures, Eight Roads Ventures, General Atlantic,NULL
Veriff,$1.50,2022-01-26,Estonia,Tallinn,Artificial intelligence,NULL,NULL,Accel, Institutional Venture Partners, Tiger Global Management,NULL
Athelas,$1.50,2022-01-31,US,Mountain View,Health,NULL,NULL,Sequoia Capital, General Catalyst," 	Human Capital",NULL
ElasticRun,$1.50,2022-07-02,India,Pune,Supply chain, logistics, delivery,Kalaari Capital, Norwest Venture Partners, Prosus Ventures,NULL
Veho,$1.50,2021-12-21,US,Boulder,Supply chain, logistics, delivery,General Catalyst, Origin Ventures, Fontinalis Partners,NULL
Temporal,$1.50,2022-02-16,US,Bellevue,Internet software, services,NULL,Amplify Partners, Addition, Madrona Venture Group,NULL
Fabric,$1.50,2022-02-24,US,Bellevue,E-commerce, direct-to-consumer,NULL,Redpoint Ventures, Norwest Venture Partners, Sierra Ventures,NULL
Zeta,$1.50,2021-05-24,US,San Francisco,Fintech,NULL,NULL,Sodexo Ventures, SoftBank Group,NULL,NULL
Boba,$1.50,2022-05-04,US,San Francisco,Fintech,NULL,NULL,DeFi Technologies, Hypersphere Ventures, M13,NULL
Upside,$1.50,2022-04-26,US,DC,Mobile, telecommunications,NULL,Bessemer Venture Partners, Builders VC, General Catalyst,NULL
Mashgin,$1.50,2022-09-05,US,Palo Alto,Artificial intelligence,NULL,NULL,New Enterprise Associates, Matrix Partmers, Susa Ventures,NULL
Dock,$1.50,2022-12-05,Brazil,Sao Paulo,Fintech,NULL,NULL,Viking Global Investors, Riverwood Capital, Lightrock,NULL
Prometheus,$1.50,2021-09-23,US,Santa Cruz,Other,NULL,NULL,BMW i Ventures, Metaplanet, Maersk Growth,NULL
5ire,$1.50,2022-07-15,UK,London,Internet software, services,NULL,Global Emerging Markets, Sram & Mram Group, Marshland Capital,NULL
Yipin Shengxian,$1.49,2019-11-03,China,Hefei,E-commerce, direct-to-consumer,NULL,Eastern Bell Capital, Capital Today, Longzhu Capital,NULL
Bordrin Motors,$1.48,2019-03-06,China,Shanghai,Auto, transportation,NULL,China Grand Prosperity Investment, CSC Group,NULL,NULL
Arcadia,$1.48,2022-10-05,US,DC,Other,NULL,NULL,BoxGroup, Energy Impact Partners, Camber Creek,NULL
Shukun Technology,$1.46,2021-08-16,China,Beijing,Artificial Intelligence,NULL,NULL,Marathon Venture Partners, Huagai Capital, China Creation Ventures,NULL
Coocaa,$1.45,2018-03-16,China,Shenzhen,Hardware,NULL,NULL,Baidu, Tencent Holdings,NULL,NULL
Juma Peisong,$1.45,2018-11-26,China,Chengdu,Supply chain, logistics, delivery,Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital,NULL
Ouyeel,$1.45,2019-06-27,China,Shanghai,Internet software, services,NULL,Taigang Venture Capital,NULL,NULL,NULL
Gymshark,$1.45,2020-08-14,UK,Solihull,E-commerce, direct-to-consumer,NULL,General Atlantic,NULL,NULL,NULL
M1,$1.45,2021-07-14,US,Chicago,Fintech,NULL,NULL,Left Lane Capital, Clocktower Technology Ventures, Jump Capital,NULL
Aleo,$1.45,2022-07-02,US,San Francisco,Cybersecurity,NULL,NULL,Slow Ventures, Andreessen Horowitz, SoftBank Group,NULL
Einride,$1.44,2021-12-31,Sweden,Stockholm,Auto, transportation,NULL,Temasek,"	BUILD Capital Partners"," 	Northzone Ventures",NULL
Justworks,$1.43,2020-01-28,US,New York,Internet software, services,NULL,Index Ventures, Thrive Capital, Bain Capital Ventures,NULL
Valgen Medtech,$1.43,2021-06-05,China,Hangzhou,Health,NULL,NULL,Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners,NULL
SonderMind,$1.42,2021-07-28,US,Denver,Health,NULL,NULL,Kickstart Fund, General Catalyst, Drive Capital,NULL
Papa,$1.40,2021-04-11,US,Miami,Health,NULL,NULL,Initialized Capital, Canaan Partners, Sound Ventures,NULL
Figment,$1.40,2021-12-20,Canada,Toronto,Internet software, services,NULL,Bonfire Ventures, Two Sigma Ventures, FJ Labs,NULL
Envoy,$1.40,2022-11-01,US,San Francisco,Internet software, services,NULL,Andreessen Horowitz, Initialized Capital, TriplePoint Capital,NULL
Deliverect,$1.40,2022-01-24,Belgium,Ghent,Fintech,NULL,NULL,Newion Partners, SmartFin Capital, OMERS Ventures,NULL
SparkCognition,$1.40,2022-01-25,US,Austin,Artificial intelligence,NULL,NULL,March Capital Partners, Temasek, Doha Venture Capital,NULL
Firebolt,$1.40,2022-01-26,Israel,Tel Aviv,Data management, analytics,NULL,TLV Partners, Zeev Ventures, Bessemer Venture Partners,NULL
Koudai,$1.40,2014-10-23,China,Beijing,E-commerce, direct-to-consumer,NULL,New Enterprise Associates, Tiger Global management, Tencent,NULL
Symphony,$1.40,2017-05-16,US,New York,Fintech,NULL,NULL,BNP Paribas, Goldman Sachs, Google,NULL
Yidian Zixun,$1.40,2017-10-17,China,Beijing,Mobile, telecommunications,NULL,Phoenix New Media, Tianjin Haihe Industry Fund,NULL,NULL
Cabify,$1.40,2018-01-22,Spain,Madrid,Auto, transportation,NULL,Seaya Ventures, Otter Rock Capital, Rakuten,NULL
Hive Box,$1.40,2018-01-23,China,Shenzhen,Supply chain, logistics, delivery,Eastern Bell Capital, SF Holding Co, STO Express,NULL
Away,$1.40,2019-05-15,US,New York,E-commerce, direct-to-consumer,NULL,Global Founders Capital, Comcast Ventures, Forerunner Ventures,NULL
Kong,$1.40,2020-12-31,US,San Francisco,Internet software, services,NULL,New Enterprise Associates, CRV, Index Ventures,NULL
Epidemic Sound,$1.40,2021-11-03,Sweden,Stockholm,Internet software, services,NULL,EQT Partners, Blackstone,NULL,NULL
Yotpo,$1.40,2021-03-18,US,New York,Internet software, services,NULL,Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital,NULL
Rebel Foods,$1.40,2021-07-10,India,Pune,E-commerce, direct-to-consumer,NULL,Sequoia Capital India, Lightbox Ventures, Coatue Management,NULL
Coda,$1.40,2021-08-07,US,Mountain View,Internet software, services,NULL,Greylock Partners, General Catalyst, Khosla Ventures,NULL
Five Star Business Finance,$1.40,2021-03-26,India,Chennai,Other,NULL,NULL,Sequoia Capital India, Tiger Global Management, Tencent,NULL
Stash,$1.40,2021-03-02,US,New York,Fintech,NULL,NULL,Goodwater Capital, Entree Capital, Valar Ventures,NULL
Rad Power Bikes,$1.40,2021-10-28,US,Seattle,Auto, transportation,NULL,Durable Capital Partners, Cercano Management," 	T. Rowe Price",NULL
Clarify Health,$1.40,2022-05-04,US,San Francisco,Health,NULL,NULL,KKR, Aspenwood Ventures, Spark Capital,NULL
Bucketplace,$1.40,2022-09-05,South Korea,Seoul,E-commerce, direct-to-consumer,NULL,IMM Investment, Mirae Asset Capital, BOND,NULL
Paddle,$1.40,2022-09-05,UK,London,Fintech,NULL,NULL,Notion Capital, Kindred Capital, BGF Ventures,NULL
OneCard,$1.40,2022-07-13,India,Pune,Fintech,NULL,NULL,Sequoia Capital India, Hummingbird Ventures, Matrix Partners India,NULL
Phenom People,$1.40,2021-07-04,US,Ambler,Internet software, services,NULL,Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures,NULL
GupShup,$1.40,2021-08-04,US,San Francisco,Internet software, services,NULL,Helion Venture Partners, Tiger Global management, CRV,NULL
Degreed,$1.40,2021-04-13,US,Pleasanton,Edtech,NULL,NULL,Signal Peak Ventures, Owl Ventures, Jump Capital,NULL
Astranis Space Technologies,$1.40,2021-04-14,US,San Francisco,Mobile, telecommunications,NULL,Refactor Capital, Andreessen Horowitz, Fifty Years Fund,NULL
Scalable Capital,$1.40,2021-08-06,Germany,Munich,Fintech,NULL,NULL,BlackRock, Tengelmann Ventures, Holtzbrinck Ventures,NULL
VideoAmp,$1.40,2021-10-21,US,Los Angeles,Internet software, services,NULL,Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners,NULL
Panther Labs,$1.40,2021-02-12,US,San Francisco,Cybersecurity,NULL,NULL,Innovation Endeavors, s28 Capital, Lightspeed Venture Partners,NULL
Salt Security,$1.40,2022-10-02,US,Palo Alto,Cybersecurity,NULL,NULL,Y Combinator, S Capital, Tenaya Capital,NULL
Tripledot,$1.40,2022-02-14,UK,London,Mobile, telecommunications,NULL,Lightspeed Venture Partners, Access Industries, Eldridge,NULL
Nimble Rx,$1.40,2022-06-14,US,Redwood City,Health,NULL,NULL,Sequoia Capital, Four Rivers Group, DAG Ventures,NULL
Veepee,$1.38,2007-02-07,France,La Plaine Saint-Denis,E-commerce, direct-to-consumer,NULL,Summit Partners, Qatar Holding,NULL,NULL
Neon,$1.38,2022-02-14,Brazil,Sao Paulo,Fintech,NULL,NULL,Propel Venture Partners, Monashees+, BBVA,NULL
Movable Ink,$1.36,2022-04-28,US,New York,Internet software, services,NULL,Contour Venture Partners, Intel Capital, Silver Lake,NULL
DeepBlue Technology,$1.35,2018-04-16,China,Shanghai,Artificial intelligence,NULL,NULL,DESUN Capital, Yunfeng Capital, Meridian Capital,NULL
Klook,$1.35,2018-07-08,Hong Kong,Central,Travel,NULL,NULL,Sequoia Capital China, Goldman Sachs, Matrix Partners China,NULL
Yaoshibang,$1.35,2021-06-15,China,Guangzhou,Health,NULL,NULL,Green Pine Capital Partners, Ivy Capital, DCM Ventures,NULL
Alloy,$1.35,2021-09-30,US,New York,Fintech,NULL,NULL,Bessemer Venture Partners, Eniac Ventures, Canapi Ventures,NULL
Epirus,$1.35,2022-02-14,US,Hawthorne,Other,NULL,NULL,8VC, Bedrock Capital, Broom Ventures,NULL
Signifyd,$1.34,2021-04-15,US,San Jose,Fintech,NULL,NULL,Menlo Ventures, Resolute Ventures, IA Ventures,NULL
Jaguar Microsystems,$1.34,2022-06-23,China,Shenzhen,Hardware,NULL,NULL,Tencent Holdings, Glory Ventures, Shenzhen Capital Group,NULL
Motorway,$1.33,2021-11-29,UK,London,E-commerce, direct-to-consumer,NULL,Marchmont Ventures, BMW i Ventures, Index Ventures,NULL
RIDI,$1.33,2022-01-24,South Korea,Seoul,E-commerce, direct-to-consumer,NULL,Atinum Investment, Company K Partners, GIC,NULL
Flipboard,$1.32,2015-07-22,US,Palo Alto,Internet software, services,NULL,Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners,NULL
GPclub,$1.32,2018-10-22,South Korea,Seoul,Other,NULL,NULL,Goldman Sachs,NULL,NULL,NULL
Tongdun Technology,$1.32,2019-04-25,China,Hangzhou,Cybersecurity,NULL,NULL,Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.,NULL
Athletic Greens,$1.32,2022-01-25,US,New York,Health,NULL,NULL,SC.Holdings, Not Boring Capital, Bolt Ventures,NULL
Unisound,$1.31,2018-07-19,China,Beijing,Artificial intelligence,NULL,NULL,Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures,NULL
Alzheon,$1.31,2020-09-30,US,Framingham,Health,NULL,NULL,ARCH Venture Partners, Ally Bridge Group,NULL,NULL
HeartFlow,$1.30,2017-04-12,US,Redwood City,Health,NULL,NULL,BlueCross BlueShield Venture Partners, US Venture Partners,NULL,NULL
Shiprocket,$1.30,2022-08-16,India,New Delhi,Internet,NULL,NULL,Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors
The Brandtech Group,$1.30,2019-11-19,US,New York,Other,NULL,NULL,Undisclosed,NULL,NULL,NULL
InSightec,$1.30,2020-06-03,Israel,Tirat Carmel,Health,NULL,NULL,York Capital Management, GE Healthcare, Koch Disruptive Technologies,NULL
Everly Health,$1.30,2020-03-12,US,Austin,Health,NULL,NULL,Highland Capital Partners, Next Coast Ventures, SoGal Ventures,NULL
Manner,$1.30,2020-12-24,China,Shanghai,Other,NULL,NULL,Coatue Management, H Capital, Capital Today,NULL
TalkingData,$1.30,2021-06-01,China,Beijing,Mobile, telecommunications,NULL,N5 Capital, CR Capital Mgmt, JD Digits,NULL
DistroKid,$1.30,2021-08-16,US,New York,Internet software, services,NULL,Insight Partners, Silversmith Capital Partners, Spotify,NULL
Konfio,$1.30,2021-09-29,Mexico,Mexico City,Fintech,NULL,NULL,Kaszek Ventures, QED Investors, International Finance Corporation,NULL
Betterment,$1.30,2021-09-29,US,New York,Fintech,NULL,NULL,Bessemer Venture Partners, Menlo Ventures, Anthermis,NULL
Flock Freight,$1.30,2021-10-20,US,Encinitas,Supply chain, logistics, delivery,SignalFire, GLP Capital Partners, Google Ventures,NULL
YugaByte,$1.30,2021-10-28,US,Sunnyvale,Data management, analytics,NULL,Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures,NULL
Lukka,$1.30,2022-01-14,US,New York,Fintech,NULL,NULL,Liberty City Ventures, Soros Fund Management, Summer Capital,NULL
TravelPerk,$1.30,2022-12-01,Spain,Barcelona,Travel,NULL,NULL,LocalGlobe, Kinnevik, Felix Capital,NULL
iTrustCapital,$1.30,2022-11-01,US,Long Beach,Fintech,NULL,NULL,Left Lane Capital, Walden Venture Capital,NULL,NULL
Domestika,$1.30,2022-01-27,US,Berkeley,Internet software, services,NULL,Zeev Ventures, GSV Ventures,NULL,NULL
CoinTracker,$1.30,2022-01-27,US,San Francisco,Fintech,NULL,NULL,Initialized Capital, General Catalyst, Kraken Ventures,NULL
Loadsmart,$1.30,2022-01-02,US,New York,Supply chain, logistics, delivery,Chromo Invest, Maersk Growth, BlackRock,NULL
TUNGEE,$1.30,2021-12-15,China,Guangzhou,Artificial Intelligence,NULL,NULL,UNITY VENTURES, Qiming Venture Partners, GGV Capital,NULL
CredAvenue,$1.30,2022-07-03,India,Chennai,Fintech,NULL,NULL,Insight Partners, B Capital Group," 	Lightspeed Venture Partners",NULL
LinkTree,$1.30,2022-03-16,Australia,Melbourne,Internet software, services,NULL,AirTree Ventures, Insight Partners, Index Ventures,NULL
Island,$1.30,2022-03-23,US,Dallas,Internet software, services,NULL,Insight Partners, Sequoia Capital, Stripes Group,NULL
Clipboard Health,$1.30,2022-01-02,US,San Francisco,Internet software, services,NULL,Caffeinated Capital, Initialized Capital, Y Combinator,NULL
Biofourmis,$1.30,2022-04-26,US,Boston,Health,NULL,NULL,General Atlantic, CVS Health, MassMutual Ventures,NULL
STORD,$1.30,2021-09-13,US,Atlanta,Supply chain, logistics, delivery,Dynamo VC, Susa Ventures, Founders Fund,NULL
Optibus,$1.30,2022-05-16,Israel,Tel Aviv,Supply chain, logistics, delivery,Bessemer Venture Partners, Insight Partners, Pitango Venture Capital,NULL
Intercom,$1.28,2018-03-27,US,San Francisco,Internet software, services,NULL,FirstMark Capital, Tiger Global Management,NULL,NULL
OVO Energy,$1.28,2019-02-14,UK,Bristol,Other,NULL,NULL,Mitsubishi Corporation, Mayfair Equity Partners,NULL,NULL
Huisuanzhang,$1.28,2021-05-24,China,Beijing,Fintech,NULL,NULL,IDG Capital, Gaocheng Capital, Chuanrong Capital,NULL
WTOIP,$1.27,2018-08-04,China,Guangzhou,Internet software, services,NULL,Dark Horse Technology Group, Hopu Investment Management, Kefa Capital,NULL
Greater Bay Technology,$1.26,2022-02-04,China,Guangzhou,Hardware,NULL,NULL,Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.,NULL
JMGO,$1.26,2022-03-15,China,Shenzhen,Hardware,NULL,NULL,IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group,NULL
BigID,$1.25,2020-12-16,US,New York,Cybersecurity,NULL,NULL,BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners,NULL
Kuaikan Manhua,$1.25,2017-01-12,China,Beijing,Internet software, services,NULL,Sequoia Capital China, CMC Capital Partners, Tencent Holdings,NULL
Marshmallow,$1.25,2021-08-09,UK,London,Fintech,NULL,NULL,Passion Capital, Hedosophia, Outrun Ventures,NULL
Honor Technology,$1.25,2021-05-10,US,San Francisco,Internet software, services,NULL,Andreessen Horowitz, Prosus Ventures, Thrive Capital,NULL
Mythical Games,$1.25,2021-04-11,US,Sherman Oaks,Internet software, services,NULL,Javelin Venture Partners, Struck Capital, Alumni Ventures Group,NULL
Incode Technologies,$1.25,2021-07-12,US,San Francisco,Cybersecurity,NULL,NULL,Dila Capital, Framework Ventures, 3L,NULL
Tackle.io,$1.25,2021-12-21,US,Boise,Internet software, services,NULL,Andreessen Horowitz, Bessemer Venture Partners, Coatue Management,NULL
Flipdish,$1.25,2022-01-13,Ireland,Dublin,Internet software, services,NULL,Tencent Holdings, Tiger Global Management, Global Founders Capital,NULL
Route,$1.25,2022-01-21,US,Lehi,Supply chain, logistics, delivery,Madrona Venture Group, Banner Ventures, FJ Labs,NULL
CaptivateIQ,$1.25,2022-01-26,US,San Francisco,Fintech,NULL,NULL,Sequoia Capital, Y Combinator, Accel,NULL
Talos,$1.25,2022-10-05,US,New York,Fintech,NULL,NULL,Castle Island Ventures, PayPal Ventures, Andreessen Horowitz,NULL
airSlate,$1.25,2022-06-16,US,Brookline,Internet software, services,NULL,G Squared, UiPath Ventures, General Catalyst,NULL
ClassDojo,$1.25,2022-07-21,US,San Francisco,Edtech,NULL,NULL,General Catalyst, Unkork Capital, Tencent Holdings,NULL
BrewDog,$1.24,2017-10-04,UK,Aberdeen,Consumer, retail,NULL,TSG Consumer Partners, Crowdcube,NULL,NULL
Enflame,$1.24,2021-05-01,China,Shanghai,Hardware,NULL,NULL,Tencent Holdings, Delta Capital, Redpoint Ventures China,NULL
Shulan Health,$1.24,2021-01-03,China,Hangzhou,Health,NULL,NULL,Qiming Venture Partners,NULL,NULL,NULL
EQRx,$1.23,2021-11-01,US,Cambridge,Health,NULL,NULL,Nextech Invest, Casdin Capital, Google Ventures,NULL
Nexii,$1.23,2021-08-09,Canada,Vancouver,Other,NULL,NULL,Trane Technologies, Honeywell,NULL,NULL
inDriver,$1.23,2021-01-02,US,Mountain View,Auto, transportation,NULL,Leta Capital, Insight Partners, General Catalyst,NULL
GalaxySpace,$1.22,2020-11-17,China,Beijing,Mobile, telecommunications,NULL,Shunwei Capital Partners, 5Y Capital, Legend Capital,NULL
Spiber,$1.22,2021-08-09,Japan,Tsuruoka,Other,NULL,NULL,Cool Japan Fund, JAFCO, The Carlyle Group,NULL
Insider,$1.22,2022-02-28,Turkey,Istanbul,Internet software, services,NULL,Wamda Capital, Endeavor, Riverwood Capital,NULL
Kallyope,$1.22,2022-02-15,US,New York,Health,NULL,NULL,The Column Group, Alexandria Venture Investments, Lux Capital,NULL
Zip,$1.20,2022-05-25,US,San Francisco,Fintech,NULL,NULL,CRV, Tiger Global Management, Y Combinator,NULL
Yiguo,$1.20,2016-09-11,China,Shanghai,Supply chain, logistics, delivery,Alibaba Group, KKR, Goldman Sachs,NULL
Fair,$1.20,2018-12-20,US,Santa Monica,Auto, transportation,NULL,CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group,NULL
Glossier,$1.65,2019-03-19,US,New York,Consumer, retail,NULL,Forerunner Ventures, Institutional Venture Partners, Thrive Capital,NULL
Workhuman,$1.20,2020-06-23,Ireland,Dublin,Internet software, services,NULL,ICG,NULL,NULL,NULL
Qumulo,$1.20,2020-07-16,US,Seattle,Data management, analytics,NULL,Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners,NULL
Tealium,$1.20,2021-03-02,US,San Diego,Internet software, services,NULL,Georgian Partners, Silver Lake, Presidio Ventures,NULL
Public,$1.20,2021-02-17,US,New York,Fintech,NULL,NULL,Accel, Greycroft, Advancit Capital,NULL
Pipa Coding,$1.20,2021-03-25,China,Beijing,Edtech,NULL,NULL,Source Code Capital, XVC Venture Capital, Hillhouse Capital Management,NULL
Pilot.com,$1.20,2021-03-26,US,San Francisco,Fintech,NULL,NULL,Index Ventures, Sequoia Capital, Bezos Expeditions,NULL
Aibee,$1.00,2021-04-13,China,Beijing,Artificial intelligence,NULL,NULL,Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures,NULL
Cava Group,$1.30,2021-04-27,US,Washington,Other,NULL,NULL,SWaN & Legend Ventures, Revolution Growth, Invus Group,NULL
Vectra Networks,$1.20,2021-04-29,US,San Jose,Artificial intelligence,NULL,NULL,IA Ventures, Khosla Ventures, AME Cloud Ventures,NULL
Ada Support,$1.20,2021-07-05,Canada,Toronto,Artificial intelligence,NULL,NULL,Version One Ventures, Bessemer Venture Partners, FirstMark Capital,NULL
Inari,$1.20,2021-12-05,US,Cambridge,Other,NULL,NULL,Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai,NULL
Alation,$1.20,2021-03-06,US,Redwood City,Internet software, services,NULL,Costanoa Ventures, Data Collective, Salesforce Ventures,NULL
SmartMore,$1.20,2021-06-24,China,Shenzhen,Artificial Intelligence,NULL,NULL,IDG Capital, ZhenFund, Sequoia Capital China,NULL
Rohlik Group,$1.20,2021-01-07,Czech Republic,Prague,Supply chain, logistics, delivery,Partech Partners, Index Ventures, Quadrille Capital,NULL
Prime Medicine,$1.20,2021-07-13,US,Cambridge,Health,NULL,NULL,Newpath Partners, Google Ventures, F-Prime Capital,NULL
FloQast,$1.20,2021-07-21,US,Los Angeles,Fintech,NULL,NULL,Polaris Partners, Insight Partners, Norwest Venture Partners,NULL
MindTickle,$1.20,2021-03-08,US,San Francisco,Internet software, services,NULL,Qualcomm Ventures, Accel, Canaan Partners,NULL
DailyPay,$1.20,2021-05-18,US,New York,Fintech,NULL,NULL,RPM Ventures, Inspiration Ventures, Carrick Capital Partners,NULL
